id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-08-24T01:52:04Z,480,0,0,0,20,
1,2026-08-24T03:12:26Z,312,0,0,0,17,
1,2026-08-24T04:24:25Z,396,0,0,0,20,
1,2026-08-24T05:21:45Z,336,0,0,0,20,
1,2026-08-24T06:06:13Z,180,0,0,0,16,
1,2026-08-24T07:16:08Z,162,0,0,0,15,
1,2026-08-24T08:22:28Z,240,0,0,0,20,
1,2026-08-24T09:26:45Z,240,0,0,0,20,
1,2026-08-24T10:19:21Z,204,0,0,0,20,
1,2026-08-24T11:04:16Z,240,0,0,0,20,
1,2026-08-24T11:38:24Z,240,0,0,0,20,
1,2026-08-24T13:06:50Z,198,0,0,0,20,
