id,run_at,icao,forecast_date,high_f,low_f
1,2026-08-17T01:48:58Z,KATL,2026-08-16,95.0,77.1
2,2026-08-17T01:48:58Z,KATL,2026-08-17,99.0,74.8
3,2026-08-17T01:48:58Z,KATL,2026-08-18,99.0,76.8
4,2026-08-17T01:48:58Z,KATL,2026-08-19,98.1,77.1
5,2026-08-17T01:48:58Z,KATL,2026-08-20,100.5,80.1
6,2026-08-17T01:48:58Z,KATL,2026-08-21,88.6,79.2
7,2026-08-17T01:48:58Z,KATL,2026-08-22,95.4,75.0
8,2026-08-17T01:48:58Z,KAUS,2026-08-16,100.2,76.3
9,2026-08-17T01:48:58Z,KAUS,2026-08-17,100.8,78.1
10,2026-08-17T01:48:58Z,KAUS,2026-08-18,103.3,76.0
11,2026-08-17T01:48:58Z,KAUS,2026-08-19,103.6,74.7
12,2026-08-17T01:48:58Z,KAUS,2026-08-20,106.0,74.3
13,2026-08-17T01:48:58Z,KAUS,2026-08-21,108.0,76.8
14,2026-08-17T01:48:58Z,KAUS,2026-08-22,104.2,77.9
15,2026-08-17T01:48:58Z,KBOS,2026-08-16,79.4,55.3
16,2026-08-17T01:48:58Z,KBOS,2026-08-17,69.9,63.7
17,2026-08-17T01:48:58Z,KBOS,2026-08-18,73.9,67.1
18,2026-08-17T01:48:58Z,KBOS,2026-08-19,82.2,65.3
19,2026-08-17T01:48:58Z,KBOS,2026-08-20,72.2,65.7
20,2026-08-17T01:48:58Z,KBOS,2026-08-21,71.1,63.9
21,2026-08-17T01:48:58Z,KBOS,2026-08-22,67.4,63.9
29,2026-08-17T01:48:58Z,KDEN,2026-08-16,82.1,60.8
30,2026-08-17T01:48:58Z,KDEN,2026-08-17,91.6,58.8
31,2026-08-17T01:48:58Z,KDEN,2026-08-18,87.7,67.9
32,2026-08-17T01:48:58Z,KDEN,2026-08-19,88.4,65.6
33,2026-08-17T01:48:58Z,KDEN,2026-08-20,88.4,62.2
34,2026-08-17T01:48:58Z,KDEN,2026-08-21,96.8,69.0
35,2026-08-17T01:48:58Z,KDEN,2026-08-22,92.8,67.2
22,2026-08-17T01:48:58Z,KDFW,2026-08-16,104.4,82.0
23,2026-08-17T01:48:58Z,KDFW,2026-08-17,105.4,78.7
24,2026-08-17T01:48:58Z,KDFW,2026-08-18,108.4,81.8
25,2026-08-17T01:48:58Z,KDFW,2026-08-19,108.8,87.5
26,2026-08-17T01:48:58Z,KDFW,2026-08-20,107.3,86.1
27,2026-08-17T01:48:58Z,KDFW,2026-08-21,106.0,86.6
28,2026-08-17T01:48:58Z,KDFW,2026-08-22,108.2,84.8
36,2026-08-17T01:48:58Z,KIAH,2026-08-16,97.7,76.0
37,2026-08-17T01:48:58Z,KIAH,2026-08-17,98.7,73.7
38,2026-08-17T01:48:58Z,KIAH,2026-08-18,102.7,75.6
39,2026-08-17T01:48:58Z,KIAH,2026-08-19,100.3,81.3
40,2026-08-17T01:48:58Z,KIAH,2026-08-20,104.5,80.0
41,2026-08-17T01:48:58Z,KIAH,2026-08-21,103.2,81.8
42,2026-08-17T01:48:58Z,KIAH,2026-08-22,103.9,82.6
43,2026-08-17T01:48:58Z,KLAX,2026-08-16,76.3,64.1
44,2026-08-17T01:48:58Z,KLAX,2026-08-17,80.2,61.7
45,2026-08-17T01:48:58Z,KLAX,2026-08-18,81.1,62.1
46,2026-08-17T01:48:58Z,KLAX,2026-08-19,82.7,73.0
47,2026-08-17T01:48:58Z,KLAX,2026-08-20,82.9,72.6
48,2026-08-17T01:48:58Z,KLAX,2026-08-21,83.5,75.2
49,2026-08-17T01:48:58Z,KLAX,2026-08-22,83.1,75.6
50,2026-08-17T01:48:58Z,KMIA,2026-08-16,92.7,81.6
51,2026-08-17T01:48:58Z,KMIA,2026-08-17,93.7,78.3
52,2026-08-17T01:48:58Z,KMIA,2026-08-18,100.7,76.8
53,2026-08-17T01:48:58Z,KMIA,2026-08-19,98.0,84.7
54,2026-08-17T01:48:58Z,KMIA,2026-08-20,94.2,85.6
55,2026-08-17T01:48:58Z,KMIA,2026-08-21,93.0,84.0
56,2026-08-17T01:48:58Z,KMIA,2026-08-22,93.9,84.1
57,2026-08-17T01:48:58Z,KMSP,2026-08-16,80.1,67.0
58,2026-08-17T01:48:58Z,KMSP,2026-08-17,85.6,60.4
59,2026-08-17T01:48:58Z,KMSP,2026-08-18,81.6,62.7
60,2026-08-17T01:48:58Z,KMSP,2026-08-19,86.1,63.8
61,2026-08-17T01:48:58Z,KMSP,2026-08-20,88.6,62.1
62,2026-08-17T01:48:58Z,KMSP,2026-08-21,89.0,68.5
63,2026-08-17T01:48:58Z,KMSP,2026-08-22,81.9,63.4
64,2026-08-17T01:48:58Z,KNYC,2026-08-16,81.2,68.8
65,2026-08-17T01:48:58Z,KNYC,2026-08-17,85.9,71.4
66,2026-08-17T01:48:58Z,KNYC,2026-08-18,91.4,68.5
67,2026-08-17T01:48:58Z,KNYC,2026-08-19,93.0,74.5
68,2026-08-17T01:48:58Z,KNYC,2026-08-20,89.4,74.3
69,2026-08-17T01:48:58Z,KNYC,2026-08-21,78.7,69.5
70,2026-08-17T01:48:58Z,KNYC,2026-08-22,77.4,68.4
71,2026-08-17T01:48:58Z,KOKC,2026-08-16,101.8,79.4
72,2026-08-17T01:48:58Z,KOKC,2026-08-17,97.5,80.3
73,2026-08-17T01:48:58Z,KOKC,2026-08-18,111.2,78.5
74,2026-08-17T01:48:58Z,KOKC,2026-08-19,112.3,84.7
75,2026-08-17T01:48:58Z,KOKC,2026-08-20,100.9,73.2
76,2026-08-17T01:48:58Z,KOKC,2026-08-21,102.4,73.0
77,2026-08-17T01:48:58Z,KOKC,2026-08-22,108.4,73.7
78,2026-08-17T01:48:58Z,KPHL,2026-08-16,78.0,67.3
79,2026-08-17T01:48:58Z,KPHL,2026-08-17,90.1,70.8
80,2026-08-17T01:48:58Z,KPHL,2026-08-18,89.6,70.5
81,2026-08-17T01:48:58Z,KPHL,2026-08-19,91.8,73.1
82,2026-08-17T01:48:58Z,KPHL,2026-08-20,91.4,72.4
83,2026-08-17T01:48:58Z,KPHL,2026-08-21,81.5,72.5
84,2026-08-17T01:48:58Z,KPHL,2026-08-22,81.6,69.9
85,2026-08-17T01:48:58Z,KPHX,2026-08-16,108.6,89.5
86,2026-08-17T01:48:58Z,KPHX,2026-08-17,113.4,82.9
87,2026-08-17T01:48:58Z,KPHX,2026-08-18,108.5,86.5
88,2026-08-17T01:48:58Z,KPHX,2026-08-19,109.2,93.6
89,2026-08-17T01:48:58Z,KPHX,2026-08-20,109.4,91.8
90,2026-08-17T01:48:58Z,KPHX,2026-08-21,106.2,91.2
91,2026-08-17T01:48:58Z,KPHX,2026-08-22,109.2,93.2
99,2026-08-17T01:48:58Z,KSEA,2026-08-16,74.1,58.0
100,2026-08-17T01:48:58Z,KSEA,2026-08-17,79.8,55.1
101,2026-08-17T01:48:58Z,KSEA,2026-08-18,83.3,57.6
102,2026-08-17T01:48:58Z,KSEA,2026-08-19,82.0,57.2
103,2026-08-17T01:48:58Z,KSEA,2026-08-20,84.9,58.6
104,2026-08-17T01:48:58Z,KSEA,2026-08-21,88.3,60.0
105,2026-08-17T01:48:58Z,KSEA,2026-08-22,80.3,58.8
92,2026-08-17T01:48:58Z,KSFO,2026-08-16,72.9,56.1
93,2026-08-17T01:48:58Z,KSFO,2026-08-17,67.3,56.7
94,2026-08-17T01:48:58Z,KSFO,2026-08-18,70.1,55.8
95,2026-08-17T01:48:58Z,KSFO,2026-08-19,74.6,58.1
96,2026-08-17T01:48:58Z,KSFO,2026-08-20,68.7,59.3
97,2026-08-17T01:48:58Z,KSFO,2026-08-21,68.1,58.6
98,2026-08-17T01:48:58Z,KSFO,2026-08-22,69.2,58.8
1,2026-08-17T03:07:46Z,KATL,2026-08-16,95.0,77.1
2,2026-08-17T03:07:46Z,KATL,2026-08-17,99.2,75.5
3,2026-08-17T03:07:46Z,KATL,2026-08-18,95.5,76.8
4,2026-08-17T03:07:46Z,KATL,2026-08-19,98.1,77.1
5,2026-08-17T03:07:46Z,KATL,2026-08-20,100.5,80.1
6,2026-08-17T03:07:46Z,KATL,2026-08-21,88.6,79.2
7,2026-08-17T03:07:46Z,KATL,2026-08-22,95.4,75.0
8,2026-08-17T03:07:46Z,KAUS,2026-08-16,100.0,76.3
9,2026-08-17T03:07:46Z,KAUS,2026-08-17,101.4,78.7
10,2026-08-17T03:07:46Z,KAUS,2026-08-18,101.0,76.1
11,2026-08-17T03:07:46Z,KAUS,2026-08-19,103.6,74.7
12,2026-08-17T03:07:46Z,KAUS,2026-08-20,106.0,74.3
13,2026-08-17T03:07:46Z,KAUS,2026-08-21,108.0,76.8
14,2026-08-17T03:07:46Z,KAUS,2026-08-22,104.2,77.9
15,2026-08-17T03:07:46Z,KBOS,2026-08-16,79.4,55.3
16,2026-08-17T03:07:46Z,KBOS,2026-08-17,74.0,66.9
17,2026-08-17T03:07:46Z,KBOS,2026-08-18,75.2,67.1
18,2026-08-17T03:07:46Z,KBOS,2026-08-19,82.2,65.3
19,2026-08-17T03:07:46Z,KBOS,2026-08-20,72.2,65.7
20,2026-08-17T03:07:46Z,KBOS,2026-08-21,71.1,63.9
21,2026-08-17T03:07:46Z,KBOS,2026-08-22,67.4,63.9
99,2026-08-17T03:07:46Z,KDCA,2026-08-16,79.5,73.1
100,2026-08-17T03:07:46Z,KDCA,2026-08-17,88.3,73.8
101,2026-08-17T03:07:46Z,KDCA,2026-08-18,87.0,72.7
102,2026-08-17T03:07:46Z,KDCA,2026-08-19,92.8,73.7
103,2026-08-17T03:07:46Z,KDCA,2026-08-20,93.0,72.3
104,2026-08-17T03:07:46Z,KDCA,2026-08-21,75.5,69.6
105,2026-08-17T03:07:46Z,KDCA,2026-08-22,82.4,69.0
29,2026-08-17T03:07:46Z,KDEN,2026-08-16,82.1,60.8
