id,run_at,icao,forecast_date,high_f,low_f
1,2026-06-18T00:06:14Z,KATL,2026-06-17,84.5,69.1
2,2026-06-18T00:06:14Z,KATL,2026-06-18,85.5,72.8
3,2026-06-18T00:06:14Z,KATL,2026-06-19,84.6,70.4
4,2026-06-18T00:06:14Z,KATL,2026-06-20,91.5,71.7
5,2026-06-18T00:06:14Z,KATL,2026-06-21,90.6,69.9
6,2026-06-18T00:06:14Z,KATL,2026-06-22,86.7,72.6
7,2026-06-18T00:06:14Z,KATL,2026-06-23,90.2,70.6
8,2026-06-18T00:06:14Z,KAUS,2026-06-17,87.5,74.3
9,2026-06-18T00:06:14Z,KAUS,2026-06-18,95.1,77.8
10,2026-06-18T00:06:14Z,KAUS,2026-06-19,87.8,78.8
11,2026-06-18T00:06:14Z,KAUS,2026-06-20,91.0,73.2
12,2026-06-18T00:06:14Z,KAUS,2026-06-21,91.2,74.7
13,2026-06-18T00:06:14Z,KAUS,2026-06-22,93.9,75.6
14,2026-06-18T00:06:14Z,KAUS,2026-06-23,90.5,73.0
15,2026-06-18T00:06:14Z,KBOS,2026-06-17,75.1,57.1
16,2026-06-18T00:06:14Z,KBOS,2026-06-18,76.7,62.3
17,2026-06-18T00:06:14Z,KBOS,2026-06-19,81.7,63.4
18,2026-06-18T00:06:14Z,KBOS,2026-06-20,79.0,62.4
19,2026-06-18T00:06:14Z,KBOS,2026-06-21,79.2,59.7
20,2026-06-18T00:06:14Z,KBOS,2026-06-22,69.5,58.1
21,2026-06-18T00:06:14Z,KBOS,2026-06-23,79.0,58.0
99,2026-06-18T00:06:14Z,KDCA,2026-06-17,88.2,65.4
100,2026-06-18T00:06:14Z,KDCA,2026-06-18,98.8,72.1
101,2026-06-18T00:06:14Z,KDCA,2026-06-19,87.0,73.0
102,2026-06-18T00:06:14Z,KDCA,2026-06-20,84.9,63.4
103,2026-06-18T00:06:14Z,KDCA,2026-06-21,89.7,64.0
104,2026-06-18T00:06:14Z,KDCA,2026-06-22,88.8,71.4
105,2026-06-18T00:06:14Z,KDCA,2026-06-23,84.5,63.8
29,2026-06-18T00:06:14Z,KDEN,2026-06-17,89.8,69.8
30,2026-06-18T00:06:14Z,KDEN,2026-06-18,89.6,55.1
31,2026-06-18T00:06:14Z,KDEN,2026-06-19,83.6,58.2
32,2026-06-18T00:06:14Z,KDEN,2026-06-20,92.9,52.8
33,2026-06-18T00:06:14Z,KDEN,2026-06-21,88.1,56.2
