id,run_at,icao,target_date,ticker,label,bucket_low,bucket_high,yes_bid,yes_ask,no_bid,no_ask,volume,market_type
1,2026-06-30T01:14:13Z,KATL,2026-06-30,KXHIGHTATL-26JUN30-T93,92° or below,-999.0,92.0,10,11,89,90,156.12,high
2,2026-06-30T01:14:13Z,KATL,2026-06-30,KXHIGHTATL-26JUN30-T100,101° or above,101.0,999.0,0,1,99,100,458.0,high
3,2026-06-30T01:14:13Z,KATL,2026-06-30,KXHIGHTATL-26JUN30-B99.5,99° to 100°,99.0,100.0,4,5,95,96,311.01,high
4,2026-06-30T01:14:13Z,KATL,2026-06-30,KXHIGHTATL-26JUN30-B97.5,97° to 98°,97.0,98.0,30,34,66,70,675.92,high
5,2026-06-30T01:14:13Z,KATL,2026-06-30,KXHIGHTATL-26JUN30-B95.5,95° to 96°,95.0,96.0,39,42,58,61,417.58,high
6,2026-06-30T01:14:13Z,KATL,2026-06-30,KXHIGHTATL-26JUN30-B93.5,93° to 94°,93.0,94.0,21,24,76,79,155.02,high
7,2026-06-30T01:14:13Z,KATL,2026-06-30,KXHIGHTATL-26JUN29-T93,92° or below,-999.0,92.0,0,1,99,100,7104.44,high
8,2026-06-30T01:14:13Z,KATL,2026-06-30,KXHIGHTATL-26JUN29-T100,101° or above,101.0,999.0,0,1,99,100,1625.56,high
9,2026-06-30T01:14:13Z,KATL,2026-06-30,KXHIGHTATL-26JUN29-B99.5,99° to 100°,99.0,100.0,0,1,99,100,6440.52,high
10,2026-06-30T01:14:13Z,KATL,2026-06-30,KXHIGHTATL-26JUN29-B97.5,97° to 98°,97.0,98.0,0,1,99,100,5768.81,high
11,2026-06-30T01:14:13Z,KATL,2026-06-30,KXHIGHTATL-26JUN29-B95.5,95° to 96°,95.0,96.0,99,100,0,1,15020.3,high
12,2026-06-30T01:14:13Z,KATL,2026-06-30,KXHIGHTATL-26JUN29-B93.5,93° to 94°,93.0,94.0,0,1,99,100,9567.31,high
13,2026-06-30T01:14:13Z,KATL,2026-06-30,KXLOWTATL-26JUN30-T79,80° or above,80.0,999.0,10,11,89,90,509.01,low
14,2026-06-30T01:14:13Z,KATL,2026-06-30,KXLOWTATL-26JUN30-T72,71° or below,-999.0,71.0,1,3,97,99,48.0,low
15,2026-06-30T01:14:13Z,KATL,2026-06-30,KXLOWTATL-26JUN30-B78.5,78° to 79°,78.0,79.0,52,53,47,48,252.98,low
16,2026-06-30T01:14:13Z,KATL,2026-06-30,KXLOWTATL-26JUN30-B76.5,76° to 77°,76.0,77.0,33,35,65,67,332.49,low
17,2026-06-30T01:14:13Z,KATL,2026-06-30,KXLOWTATL-26JUN30-B74.5,74° to 75°,74.0,75.0,2,6,94,98,31.42,low
18,2026-06-30T01:14:13Z,KATL,2026-06-30,KXLOWTATL-26JUN30-B72.5,72° to 73°,72.0,73.0,2,6,94,98,8.0,low
19,2026-06-30T01:14:13Z,KATL,2026-06-30,KXLOWTATL-26JUN29-T78,79° or above,79.0,999.0,0,1,99,100,816.47,low
20,2026-06-30T01:14:13Z,KATL,2026-06-30,KXLOWTATL-26JUN29-T71,70° or below,-999.0,70.0,0,1,99,100,90.68,low
21,2026-06-30T01:14:13Z,KATL,2026-06-30,KXLOWTATL-26JUN29-B77.5,77° to 78°,77.0,78.0,0,1,99,100,1748.48,low
22,2026-06-30T01:14:13Z,KATL,2026-06-30,KXLOWTATL-26JUN29-B75.5,75° to 76°,75.0,76.0,96,100,0,4,3246.74,low
23,2026-06-30T01:14:13Z,KATL,2026-06-30,KXLOWTATL-26JUN29-B73.5,73° to 74°,73.0,74.0,0,4,96,100,343.79,low
24,2026-06-30T01:14:13Z,KATL,2026-06-30,KXLOWTATL-26JUN29-B71.5,71° to 72°,71.0,72.0,0,1,99,100,2089.33,low
25,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXHIGHAUS-26JUN30-T93,92° or below,-999.0,92.0,0,1,99,100,1258.18,high
26,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXHIGHAUS-26JUN30-T100,101° or above,101.0,999.0,0,1,99,100,1016.9,high
27,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXHIGHAUS-26JUN30-B99.5,99° to 100°,99.0,100.0,1,2,98,99,1370.81,high
28,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXHIGHAUS-26JUN30-B97.5,97° to 98°,97.0,98.0,11,14,86,89,1196.96,high
29,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXHIGHAUS-26JUN30-B95.5,95° to 96°,95.0,96.0,50,51,49,50,874.72,high
30,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXHIGHAUS-26JUN30-B93.5,93° to 94°,93.0,94.0,37,43,57,63,2129.98,high
31,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXHIGHAUS-26JUN29-T96,95° or below,-999.0,95.0,0,1,99,100,19725.68,high
32,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXHIGHAUS-26JUN29-T103,104° or above,104.0,999.0,0,1,99,100,1689.21,high
33,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXHIGHAUS-26JUN29-B98.5,98° to 99°,98.0,99.0,0,1,99,100,13045.41,high
34,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXHIGHAUS-26JUN29-B96.5,96° to 97°,96.0,97.0,99,100,0,1,9832.15,high
35,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXHIGHAUS-26JUN29-B102.5,102° to 103°,102.0,103.0,0,1,99,100,1301.34,high
36,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXHIGHAUS-26JUN29-B100.5,100° to 101°,100.0,101.0,0,1,99,100,1888.52,high
37,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXLOWTAUS-26JUN30-T77,78° or above,78.0,999.0,24,28,72,76,1820.07,low
38,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXLOWTAUS-26JUN30-T70,69° or below,-999.0,69.0,0,3,97,100,591.0,low
39,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXLOWTAUS-26JUN30-B76.5,76° to 77°,76.0,77.0,34,58,42,66,984.3,low
40,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXLOWTAUS-26JUN30-B74.5,74° to 75°,74.0,75.0,28,30,70,72,2178.0,low
41,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXLOWTAUS-26JUN30-B72.5,72° to 73°,72.0,73.0,3,4,96,97,334.01,low
42,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXLOWTAUS-26JUN30-B70.5,70° to 71°,70.0,71.0,1,3,97,99,623.0,low
43,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXLOWTAUS-26JUN29-T80,81° or above,81.0,999.0,0,1,99,100,580.74,low
44,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXLOWTAUS-26JUN29-T73,72° or below,-999.0,72.0,0,1,99,100,565.05,low
45,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXLOWTAUS-26JUN29-B79.5,79° to 80°,79.0,80.0,0,1,99,100,1641.61,low
46,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXLOWTAUS-26JUN29-B77.5,77° to 78°,77.0,78.0,94,98,2,6,2097.32,low
47,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXLOWTAUS-26JUN29-B75.5,75° to 76°,75.0,76.0,1,4,96,99,893.13,low
48,2026-06-30T01:14:13Z,KAUS,2026-06-30,KXLOWTAUS-26JUN29-B73.5,73° to 74°,73.0,74.0,0,2,98,100,833.05,low
49,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXHIGHTBOS-26JUN30-T91,92° or above,92.0,999.0,17,18,82,83,957.8,high
50,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXHIGHTBOS-26JUN30-T84,83° or below,-999.0,83.0,2,3,97,98,135.06,high
51,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXHIGHTBOS-26JUN30-B90.5,90° to 91°,90.0,91.0,26,27,73,74,489.7,high
52,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXHIGHTBOS-26JUN30-B88.5,88° to 89°,88.0,89.0,37,38,62,63,277.52,high
53,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXHIGHTBOS-26JUN30-B86.5,86° to 87°,86.0,87.0,15,16,84,85,1938.73,high
54,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXHIGHTBOS-26JUN30-B84.5,84° to 85°,84.0,85.0,8,9,91,92,294.7,high
55,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXHIGHTBOS-26JUN29-T87,88° or above,88.0,999.0,0,1,99,100,1300.02,high
56,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXHIGHTBOS-26JUN29-T80,79° or below,-999.0,79.0,99,100,0,1,9715.48,high
57,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXHIGHTBOS-26JUN29-B86.5,86° to 87°,86.0,87.0,0,1,99,100,1216.56,high
58,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXHIGHTBOS-26JUN29-B84.5,84° to 85°,84.0,85.0,0,1,99,100,2719.6,high
59,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXHIGHTBOS-26JUN29-B82.5,82° to 83°,82.0,83.0,0,1,99,100,5651.45,high
60,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXHIGHTBOS-26JUN29-B80.5,80° to 81°,80.0,81.0,0,1,99,100,10591.28,high
61,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXLOWTBOS-26JUN30-T63,64° or above,64.0,999.0,75,87,13,25,873.02,low
62,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXLOWTBOS-26JUN30-T56,55° or below,-999.0,55.0,0,4,96,100,731.5,low
63,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXLOWTBOS-26JUN30-B62.5,62° to 63°,62.0,63.0,7,34,66,93,66.0,low
64,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXLOWTBOS-26JUN30-B60.5,60° to 61°,60.0,61.0,2,12,88,98,37.0,low
65,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXLOWTBOS-26JUN30-B58.5,58° to 59°,58.0,59.0,3,7,93,97,36.0,low
66,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXLOWTBOS-26JUN30-B56.5,56° to 57°,56.0,57.0,0,1,99,100,122.0,low
67,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXLOWTBOS-26JUN29-T62,63° or above,63.0,999.0,94,98,2,6,2470.33,low
68,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXLOWTBOS-26JUN29-T55,54° or below,-999.0,54.0,0,1,99,100,322.0,low
69,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXLOWTBOS-26JUN29-B61.5,61° to 62°,61.0,62.0,1,2,98,99,1611.7,low
70,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXLOWTBOS-26JUN29-B59.5,59° to 60°,59.0,60.0,0,3,97,100,270.56,low
71,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXLOWTBOS-26JUN29-B57.5,57° to 58°,57.0,58.0,0,2,98,100,81.0,low
72,2026-06-30T01:14:13Z,KBOS,2026-06-30,KXLOWTBOS-26JUN29-B55.5,55° to 56°,55.0,56.0,0,1,99,100,93.0,low
457,2026-06-30T01:14:13Z,KDCA,2026-06-30,KXHIGHTDC-26JUN30-T93,94° or above,94.0,999.0,5,6,94,95,307.18,high
458,2026-06-30T01:14:13Z,KDCA,2026-06-30,KXHIGHTDC-26JUN30-T86,85° or below,-999.0,85.0,1,3,97,99,402.52,high
459,2026-06-30T01:14:13Z,KDCA,2026-06-30,KXHIGHTDC-26JUN30-B92.5,92° to 93°,92.0,93.0,29,32,68,71,461.07,high
