id,run_at,icao,target_date,ticker,label,bucket_low,bucket_high,yes_bid,yes_ask,no_bid,no_ask,volume,market_type
1,2026-08-10T02:26:48Z,KATL,2026-08-10,KXHIGHTATL-26AUG10-T95,96° or above,96.0,999.0,3,4,96,97,231.01,high
2,2026-08-10T02:26:48Z,KATL,2026-08-10,KXHIGHTATL-26AUG10-T88,87° or below,-999.0,87.0,3,4,96,97,385.0,high
3,2026-08-10T02:26:48Z,KATL,2026-08-10,KXHIGHTATL-26AUG10-B94.5,94° to 95°,94.0,95.0,7,8,92,93,566.86,high
4,2026-08-10T02:26:48Z,KATL,2026-08-10,KXHIGHTATL-26AUG10-B92.5,92° to 93°,92.0,93.0,44,45,55,56,371.24,high
5,2026-08-10T02:26:48Z,KATL,2026-08-10,KXHIGHTATL-26AUG10-B90.5,90° to 91°,90.0,91.0,30,31,69,70,240.19,high
6,2026-08-10T02:26:48Z,KATL,2026-08-10,KXHIGHTATL-26AUG10-B88.5,88° to 89°,88.0,89.0,11,12,88,89,41.96,high
7,2026-08-10T02:26:48Z,KATL,2026-08-10,KXHIGHTATL-26AUG09-T95,96° or above,96.0,999.0,0,1,99,100,1863.26,high
8,2026-08-10T02:26:48Z,KATL,2026-08-10,KXHIGHTATL-26AUG09-T88,87° or below,-999.0,87.0,0,1,99,100,1239.79,high
9,2026-08-10T02:26:48Z,KATL,2026-08-10,KXHIGHTATL-26AUG09-B94.5,94° to 95°,94.0,95.0,0,1,99,100,4531.95,high
10,2026-08-10T02:26:48Z,KATL,2026-08-10,KXHIGHTATL-26AUG09-B92.5,92° to 93°,92.0,93.0,99,100,0,1,9280.89,high
11,2026-08-10T02:26:48Z,KATL,2026-08-10,KXHIGHTATL-26AUG09-B90.5,90° to 91°,90.0,91.0,0,1,99,100,15687.82,high
12,2026-08-10T02:26:48Z,KATL,2026-08-10,KXHIGHTATL-26AUG09-B88.5,88° to 89°,88.0,89.0,0,1,99,100,2550.26,high
13,2026-08-10T02:26:48Z,KATL,2026-08-10,KXLOWTATL-26AUG10-T76,77° or above,77.0,999.0,3,4,96,97,138.0,low
14,2026-08-10T02:26:48Z,KATL,2026-08-10,KXLOWTATL-26AUG10-T69,68° or below,-999.0,68.0,1,2,98,99,82.0,low
15,2026-08-10T02:26:48Z,KATL,2026-08-10,KXLOWTATL-26AUG10-B75.5,75° to 76°,75.0,76.0,33,35,65,67,477.81,low
16,2026-08-10T02:26:48Z,KATL,2026-08-10,KXLOWTATL-26AUG10-B73.5,73° to 74°,73.0,74.0,46,48,52,54,124.09,low
17,2026-08-10T02:26:48Z,KATL,2026-08-10,KXLOWTATL-26AUG10-B71.5,71° to 72°,71.0,72.0,7,8,92,93,14.0,low
18,2026-08-10T02:26:48Z,KATL,2026-08-10,KXLOWTATL-26AUG10-B69.5,69° to 70°,69.0,70.0,2,3,97,98,15.0,low
19,2026-08-10T02:26:48Z,KATL,2026-08-10,KXLOWTATL-26AUG09-T74,75° or above,75.0,999.0,0,1,99,100,1474.58,low
20,2026-08-10T02:26:48Z,KATL,2026-08-10,KXLOWTATL-26AUG09-T67,66° or below,-999.0,66.0,0,1,99,100,135.21,low
21,2026-08-10T02:26:48Z,KATL,2026-08-10,KXLOWTATL-26AUG09-B73.5,73° to 74°,73.0,74.0,92,98,2,8,3841.85,low
22,2026-08-10T02:26:48Z,KATL,2026-08-10,KXLOWTATL-26AUG09-B71.5,71° to 72°,71.0,72.0,3,5,95,97,2033.4,low
23,2026-08-10T02:26:48Z,KATL,2026-08-10,KXLOWTATL-26AUG09-B69.5,69° to 70°,69.0,70.0,0,1,99,100,132.19,low
24,2026-08-10T02:26:48Z,KATL,2026-08-10,KXLOWTATL-26AUG09-B67.5,67° to 68°,67.0,68.0,0,1,99,100,131.91,low
25,2026-08-10T02:26:48Z,KAUS,2026-08-10,KXHIGHAUS-26AUG10-T94,93° or below,-999.0,93.0,1,2,98,99,1056.53,high
26,2026-08-10T02:26:48Z,KAUS,2026-08-10,KXHIGHAUS-26AUG10-T101,102° or above,102.0,999.0,1,2,98,99,390.62,high
27,2026-08-10T02:26:48Z,KAUS,2026-08-10,KXHIGHAUS-26AUG10-B98.5,98° to 99°,98.0,99.0,63,64,36,37,5964.14,high
28,2026-08-10T02:26:48Z,KAUS,2026-08-10,KXHIGHAUS-26AUG10-B96.5,96° to 97°,96.0,97.0,20,23,77,80,1160.19,high
29,2026-08-10T02:26:48Z,KAUS,2026-08-10,KXHIGHAUS-26AUG10-B94.5,94° to 95°,94.0,95.0,3,4,96,97,316.16,high
30,2026-08-10T02:26:48Z,KAUS,2026-08-10,KXHIGHAUS-26AUG10-B100.5,100° to 101°,100.0,101.0,11,12,88,89,1226.55,high
31,2026-08-10T02:26:48Z,KAUS,2026-08-10,KXHIGHAUS-26AUG09-T95,94° or below,-999.0,94.0,0,1,99,100,2028.26,high
32,2026-08-10T02:26:48Z,KAUS,2026-08-10,KXHIGHAUS-26AUG09-T102,103° or above,103.0,999.0,0,1,99,100,794.38,high
33,2026-08-10T02:26:48Z,KAUS,2026-08-10,KXHIGHAUS-26AUG09-B99.5,99° to 100°,99.0,100.0,99,100,0,1,24773.98,high
34,2026-08-10T02:26:48Z,KAUS,2026-08-10,KXHIGHAUS-26AUG09-B97.5,97° to 98°,97.0,98.0,0,1,99,100,24380.24,high
35,2026-08-10T02:26:48Z,KAUS,2026-08-10,KXHIGHAUS-26AUG09-B95.5,95° to 96°,95.0,96.0,0,1,99,100,4749.05,high
36,2026-08-10T02:26:48Z,KAUS,2026-08-10,KXHIGHAUS-26AUG09-B101.5,101° to 102°,101.0,102.0,0,1,99,100,15001.95,high
37,2026-08-10T02:26:48Z,KAUS,2026-08-10,KXLOWTAUS-26AUG10-T78,79° or above,79.0,999.0,6,7,93,94,375.59,low
38,2026-08-10T02:26:48Z,KAUS,2026-08-10,KXLOWTAUS-26AUG10-T71,70° or below,-999.0,70.0,2,4,96,98,409.15,low
39,2026-08-10T02:26:48Z,KAUS,2026-08-10,KXLOWTAUS-26AUG10-B77.5,77° to 78°,77.0,78.0,10,15,85,90,312.36,low
