id,run_at,icao,target_date,ticker,label,bucket_low,bucket_high,yes_bid,yes_ask,no_bid,no_ask,volume,market_type
1,2026-06-29T01:20:17Z,KATL,2026-06-29,KXHIGHTATL-26JUN29-T93,92° or below,-999.0,92.0,2,3,97,98,151.22,high
2,2026-06-29T01:20:17Z,KATL,2026-06-29,KXHIGHTATL-26JUN29-T100,101° or above,101.0,999.0,1,2,98,99,234.35,high
3,2026-06-29T01:20:17Z,KATL,2026-06-29,KXHIGHTATL-26JUN29-B99.5,99° to 100°,99.0,100.0,4,5,95,96,509.34,high
4,2026-06-29T01:20:17Z,KATL,2026-06-29,KXHIGHTATL-26JUN29-B97.5,97° to 98°,97.0,98.0,47,49,51,53,425.54,high
5,2026-06-29T01:20:17Z,KATL,2026-06-29,KXHIGHTATL-26JUN29-B95.5,95° to 96°,95.0,96.0,41,42,58,59,238.05,high
6,2026-06-29T01:20:17Z,KATL,2026-06-29,KXHIGHTATL-26JUN29-B93.5,93° to 94°,93.0,94.0,7,8,92,93,353.11,high
7,2026-06-29T01:20:17Z,KATL,2026-06-29,KXHIGHTATL-26JUN28-T97,98° or above,98.0,999.0,0,1,99,100,2981.26,high
8,2026-06-29T01:20:17Z,KATL,2026-06-29,KXHIGHTATL-26JUN28-T90,89° or below,-999.0,89.0,0,1,99,100,1383.33,high
9,2026-06-29T01:20:17Z,KATL,2026-06-29,KXHIGHTATL-26JUN28-B96.5,96° to 97°,96.0,97.0,0,1,99,100,14286.77,high
10,2026-06-29T01:20:17Z,KATL,2026-06-29,KXHIGHTATL-26JUN28-B94.5,94° to 95°,94.0,95.0,99,100,0,1,11777.09,high
11,2026-06-29T01:20:17Z,KATL,2026-06-29,KXHIGHTATL-26JUN28-B92.5,92° to 93°,92.0,93.0,0,1,99,100,25008.49,high
12,2026-06-29T01:20:17Z,KATL,2026-06-29,KXHIGHTATL-26JUN28-B90.5,90° to 91°,90.0,91.0,0,1,99,100,1256.97,high
13,2026-06-29T01:20:17Z,KATL,2026-06-29,KXLOWTATL-26JUN29-T78,79° or above,79.0,999.0,13,16,84,87,615.47,low
14,2026-06-29T01:20:17Z,KATL,2026-06-29,KXLOWTATL-26JUN29-T71,70° or below,-999.0,70.0,0,1,99,100,80.0,low
