id,run_at,icao,target_date,ticker,label,bucket_low,bucket_high,yes_bid,yes_ask,no_bid,no_ask,volume,market_type
1,2026-06-22T01:27:17Z,KATL,2026-06-22,KXHIGHTATL-26JUN22-T93,94° or above,94.0,999.0,0,1,99,100,796.81,high
2,2026-06-22T01:27:17Z,KATL,2026-06-22,KXHIGHTATL-26JUN22-T86,85° or below,-999.0,85.0,6,8,92,94,1534.64,high
3,2026-06-22T01:27:17Z,KATL,2026-06-22,KXHIGHTATL-26JUN22-B92.5,92° to 93°,92.0,93.0,3,4,96,97,558.2,high
4,2026-06-22T01:27:17Z,KATL,2026-06-22,KXHIGHTATL-26JUN22-B90.5,90° to 91°,90.0,91.0,24,26,74,76,388.6,high
5,2026-06-22T01:27:17Z,KATL,2026-06-22,KXHIGHTATL-26JUN22-B88.5,88° to 89°,88.0,89.0,44,45,55,56,532.68,high
6,2026-06-22T01:27:17Z,KATL,2026-06-22,KXHIGHTATL-26JUN22-B86.5,86° to 87°,86.0,87.0,18,22,78,82,793.83,high
7,2026-06-22T01:27:17Z,KATL,2026-06-22,KXHIGHTATL-26JUN21-T92,93° or above,93.0,999.0,0,1,99,100,1100.79,high
8,2026-06-22T01:27:17Z,KATL,2026-06-22,KXHIGHTATL-26JUN21-T85,84° or below,-999.0,84.0,0,1,99,100,10625.74,high
9,2026-06-22T01:27:17Z,KATL,2026-06-22,KXHIGHTATL-26JUN21-B91.5,91° to 92°,91.0,92.0,0,1,99,100,2095.09,high
10,2026-06-22T01:27:17Z,KATL,2026-06-22,KXHIGHTATL-26JUN21-B89.5,89° to 90°,89.0,90.0,0,1,99,100,6100.03,high
11,2026-06-22T01:27:17Z,KATL,2026-06-22,KXHIGHTATL-26JUN21-B87.5,87° to 88°,87.0,88.0,99,100,0,1,8034.19,high
12,2026-06-22T01:27:17Z,KATL,2026-06-22,KXHIGHTATL-26JUN21-B85.5,85° to 86°,85.0,86.0,0,1,99,100,12168.35,high
13,2026-06-22T01:27:17Z,KATL,2026-06-22,KXLOWTATL-26JUN22-T74,75° or above,75.0,999.0,22,26,74,78,409.0,low
14,2026-06-22T01:27:17Z,KATL,2026-06-22,KXLOWTATL-26JUN22-T67,66° or below,-999.0,66.0,0,2,98,100,31.0,low
15,2026-06-22T01:27:17Z,KATL,2026-06-22,KXLOWTATL-26JUN22-B73.5,73° to 74°,73.0,74.0,47,50,50,53,97.05,low
16,2026-06-22T01:27:17Z,KATL,2026-06-22,KXLOWTATL-26JUN22-B71.5,71° to 72°,71.0,72.0,19,23,77,81,77.08,low
17,2026-06-22T01:27:17Z,KATL,2026-06-22,KXLOWTATL-26JUN22-B69.5,69° to 70°,69.0,70.0,2,4,96,98,1.0,low
