id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
1,2026-08-01T01:09:20Z,KATL,2026-07-31,high,30,92.72,1.22,91.18,92.95,94.35,90.1,95.0
2,2026-08-01T01:09:20Z,KATL,2026-07-31,low,30,70.22,0.48,69.6,70.2,70.9,69.3,71.2
3,2026-08-01T01:09:20Z,KATL,2026-08-01,high,30,83.13,3.24,79.42,83.3,87.47,78.2,90.9
4,2026-08-01T01:09:20Z,KATL,2026-08-01,low,30,73.7,0.99,72.19,73.8,74.84,71.7,75.4
5,2026-08-01T01:09:20Z,KATL,2026-08-02,high,30,88.54,2.79,84.9,89.35,92.14,83.2,93.1
6,2026-08-01T01:09:20Z,KATL,2026-08-02,low,30,72.46,0.83,71.6,72.45,73.33,70.2,73.8
7,2026-08-01T01:09:20Z,KAUS,2026-07-31,high,30,102.3,2.05,100.0,102.5,105.1,97.6,105.7
8,2026-08-01T01:09:20Z,KAUS,2026-07-31,low,30,77.03,0.4,76.59,76.9,77.6,76.3,78.2
9,2026-08-01T01:09:20Z,KAUS,2026-08-01,high,30,103.58,2.01,101.38,103.65,105.77,98.5,106.9
10,2026-08-01T01:09:20Z,KAUS,2026-08-01,low,30,77.89,0.67,77.17,77.8,78.72,76.2,79.2
11,2026-08-01T01:09:20Z,KAUS,2026-08-02,high,30,103.36,2.53,100.2,103.15,106.75,98.8,109.5
12,2026-08-01T01:09:20Z,KAUS,2026-08-02,low,30,80.65,2.45,77.78,80.9,83.62,75.1,85.0
13,2026-08-01T01:09:20Z,KBOS,2026-07-31,high,30,77.9,1.32,76.27,77.65,79.54,75.9,81.1
14,2026-08-01T01:09:20Z,KBOS,2026-07-31,low,30,62.63,0.31,62.29,62.65,62.81,62.2,63.7
15,2026-08-01T01:09:20Z,KBOS,2026-08-01,high,30,85.82,2.06,83.31,86.2,87.96,80.2,89.1
16,2026-08-01T01:09:20Z,KBOS,2026-08-01,low,30,66.74,0.6,66.0,66.7,67.51,65.4,68.0
17,2026-08-01T01:09:20Z,KBOS,2026-08-02,high,30,85.57,1.68,83.46,85.6,87.45,81.8,89.7
18,2026-08-01T01:09:20Z,KBOS,2026-08-02,low,30,69.34,0.67,68.68,69.15,70.03,68.3,71.6
91,2026-08-01T01:09:20Z,KDCA,2026-07-31,high,30,88.41,1.3,86.74,88.8,89.82,85.6,90.6
92,2026-08-01T01:09:20Z,KDCA,2026-07-31,low,30,71.1,0.89,69.99,71.0,72.5,69.8,72.8
93,2026-08-01T01:09:20Z,KDCA,2026-08-01,high,30,87.54,0.95,86.39,87.4,88.73,85.9,89.3
94,2026-08-01T01:09:20Z,KDCA,2026-08-01,low,30,69.53,0.78,68.6,69.55,70.2,68.4,72.2
