id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
1,2026-07-19T00:02:14Z,KATL,2026-07-18,high,30,90.9,0.7,89.99,90.9,91.82,89.4,92.4
2,2026-07-19T00:02:14Z,KATL,2026-07-18,low,30,73.53,0.28,73.2,73.5,73.9,72.7,74.0
3,2026-07-19T00:02:14Z,KATL,2026-07-19,high,30,95.04,1.12,93.48,95.0,96.6,92.9,96.8
4,2026-07-19T00:02:14Z,KATL,2026-07-19,low,30,75.19,0.31,74.8,75.2,75.6,74.5,75.8
5,2026-07-19T00:02:14Z,KATL,2026-07-20,high,30,92.88,1.55,91.07,92.55,94.91,89.2,96.3
6,2026-07-19T00:02:14Z,KATL,2026-07-20,low,30,75.1,0.9,74.07,75.15,76.4,73.0,76.8
7,2026-07-19T00:02:14Z,KAUS,2026-07-18,high,30,95.73,1.31,94.0,95.85,97.6,92.3,97.7
8,2026-07-19T00:02:14Z,KAUS,2026-07-18,low,30,77.15,0.41,76.6,77.1,77.7,76.5,78.0
9,2026-07-19T00:02:14Z,KAUS,2026-07-19,high,30,97.82,2.62,94.02,97.95,101.02,92.8,101.2
10,2026-07-19T00:02:14Z,KAUS,2026-07-19,low,30,75.84,0.38,75.29,75.9,76.31,75.1,76.4
11,2026-07-19T00:02:14Z,KAUS,2026-07-20,high,30,99.35,2.69,95.43,100.1,102.25,93.9,103.0
12,2026-07-19T00:02:14Z,KAUS,2026-07-20,low,30,74.29,0.82,73.08,74.3,75.22,72.5,75.6
13,2026-07-19T00:02:14Z,KBOS,2026-07-18,high,30,82.54,0.86,81.47,82.6,83.52,80.5,84.4
14,2026-07-19T00:02:14Z,KBOS,2026-07-18,low,30,65.78,0.48,65.2,65.8,66.24,64.8,66.8
15,2026-07-19T00:02:14Z,KBOS,2026-07-19,high,30,80.89,1.93,78.19,81.2,82.96,75.8,84.5
16,2026-07-19T00:02:14Z,KBOS,2026-07-19,low,30,69.49,1.0,68.1,69.65,70.61,67.3,70.8
17,2026-07-19T00:02:14Z,KBOS,2026-07-20,high,30,84.27,1.94,81.76,84.65,86.62,80.0,87.1
18,2026-07-19T00:02:14Z,KBOS,2026-07-20,low,30,64.41,1.18,62.57,64.55,65.81,61.6,66.1
91,2026-07-19T00:02:14Z,KDCA,2026-07-18,high,30,94.92,1.22,93.39,95.0,96.33,91.1,97.3
92,2026-07-19T00:02:14Z,KDCA,2026-07-18,low,30,70.79,0.35,70.3,70.8,71.21,70.0,71.4
93,2026-07-19T00:02:14Z,KDCA,2026-07-19,high,30,87.7,2.27,84.97,87.85,90.51,82.1,90.9
94,2026-07-19T00:02:14Z,KDCA,2026-07-19,low,30,73.18,1.89,70.43,73.8,75.31,68.7,75.8
95,2026-07-19T00:02:14Z,KDCA,2026-07-20,high,30,85.98,3.04,80.92,86.05,88.53,79.8,93.8
96,2026-07-19T00:02:14Z,KDCA,2026-07-20,low,30,69.05,1.5,66.99,69.0,70.85,66.1,71.9
25,2026-07-19T00:02:14Z,KDEN,2026-07-18,high,30,93.47,1.12,92.09,93.45,94.92,91.4,95.5
26,2026-07-19T00:02:14Z,KDEN,2026-07-18,low,30,63.86,0.4,63.47,63.9,64.31,62.7,64.5
27,2026-07-19T00:02:14Z,KDEN,2026-07-19,high,30,96.82,1.29,94.87,97.1,98.02,94.0,98.8
28,2026-07-19T00:02:14Z,KDEN,2026-07-19,low,30,67.58,0.88,66.39,67.5,68.62,66.0,69.7
29,2026-07-19T00:02:14Z,KDEN,2026-07-20,high,30,98.76,1.73,96.27,99.0,100.48,95.0,101.5
30,2026-07-19T00:02:14Z,KDEN,2026-07-20,low,30,70.04,1.15,68.4,70.2,71.35,67.5,72.2
19,2026-07-19T00:02:14Z,KDFW,2026-07-18,high,30,97.09,1.17,95.29,97.35,98.32,94.4,99.1
20,2026-07-19T00:02:14Z,KDFW,2026-07-18,low,30,78.54,0.34,78.0,78.5,79.0,77.8,79.1
21,2026-07-19T00:02:14Z,KDFW,2026-07-19,high,30,99.63,2.02,97.24,100.2,101.64,94.7,102.8
22,2026-07-19T00:02:14Z,KDFW,2026-07-19,low,30,81.17,0.68,80.18,81.3,81.91,79.7,82.3
23,2026-07-19T00:02:14Z,KDFW,2026-07-20,high,30,102.74,2.35,98.99,103.4,105.24,97.7,106.3
24,2026-07-19T00:02:14Z,KDFW,2026-07-20,low,30,82.85,1.31,81.07,82.7,84.43,80.4,85.7
31,2026-07-19T00:02:14Z,KIAH,2026-07-18,high,30,97.98,1.17,96.78,98.15,99.1,95.2,100.2
32,2026-07-19T00:02:14Z,KIAH,2026-07-18,low,30,79.27,0.21,79.09,79.2,79.5,78.8,79.8
33,2026-07-19T00:02:14Z,KIAH,2026-07-19,high,30,100.26,1.82,97.59,100.6,102.7,96.4,103.2
34,2026-07-19T00:02:14Z,KIAH,2026-07-19,low,30,78.72,0.4,78.19,78.65,79.2,78.0,79.7
35,2026-07-19T00:02:14Z,KIAH,2026-07-20,high,30,101.89,2.33,98.4,101.95,104.73,96.9,105.4
36,2026-07-19T00:02:14Z,KIAH,2026-07-20,low,30,77.77,0.61,76.98,77.8,78.6,76.6,78.8
37,2026-07-19T00:02:14Z,KLAX,2026-07-18,high,30,79.96,0.33,79.59,80.0,80.31,79.2,80.7
38,2026-07-19T00:02:14Z,KLAX,2026-07-18,low,30,68.92,0.26,68.6,68.9,69.21,68.5,69.5
39,2026-07-19T00:02:14Z,KLAX,2026-07-19,high,30,78.63,0.86,77.79,78.35,79.92,76.8,80.3
40,2026-07-19T00:02:14Z,KLAX,2026-07-19,low,30,68.73,0.63,68.1,68.6,69.55,67.6,70.3
41,2026-07-19T00:02:14Z,KLAX,2026-07-20,high,30,80.65,1.25,79.56,80.45,82.3,76.6,83.1
42,2026-07-19T00:02:14Z,KLAX,2026-07-20,low,30,70.39,1.03,69.09,70.2,71.83,68.8,73.0
43,2026-07-19T00:02:14Z,KMIA,2026-07-18,high,30,88.4,0.5,87.98,88.4,89.02,86.9,89.3
44,2026-07-19T00:02:14Z,KMIA,2026-07-18,low,30,82.95,0.23,82.6,83.0,83.3,82.5,83.4
45,2026-07-19T00:02:14Z,KMIA,2026-07-19,high,30,88.56,0.73,87.68,88.5,89.42,87.0,90.0
46,2026-07-19T00:02:14Z,KMIA,2026-07-19,low,30,82.63,0.39,82.2,82.6,83.11,81.7,83.3
47,2026-07-19T00:02:14Z,KMIA,2026-07-20,high,30,89.12,1.09,87.59,89.05,90.41,86.8,91.1
48,2026-07-19T00:02:14Z,KMIA,2026-07-20,low,30,82.93,0.49,82.2,83.05,83.41,81.7,83.8
49,2026-07-19T00:02:14Z,KMSP,2026-07-18,high,30,88.3,1.18,87.17,88.1,89.7,85.8,90.6
50,2026-07-19T00:02:14Z,KMSP,2026-07-18,low,30,69.3,0.51,68.69,69.35,69.81,68.0,70.5
